Date,Open,High,Low,Close,Adj Close,Volume
2019-10-14,184.199997,184.619995,182.570007,183.279999,183.279999,7006000
2019-10-15,183.800003,190.380005,183.660004,188.889999,188.889999,15039100
2019-10-16,188.320007,189.699997,186.899994,189.550003,189.550003,10516900
2019-10-17,190.300003,190.839996,188.770004,190.389999,190.389999,9603000
2019-10-18,190.229996,191.490005,183.919998,185.850006,185.850006,16874200
2019-10-21,187.039993,189.910004,186.750000,189.759995,189.759995,8122600
2019-10-22,190.000000,190.649994,181.500000,182.339996,182.339996,19537600
2019-10-23,182.009995,186.380005,182.000000,186.149994,186.149994,12300400
2019-10-24,184.619995,186.729996,182.800003,186.380005,186.380005,11413500
2019-10-25,185.830002,189.000000,185.089996,187.889999,187.889999,8061200
2019-10-28,187.199997,189.529999,185.080002,189.399994,189.399994,13657900
2019-10-29,191.690002,192.529999,188.470001,189.309998,189.309998,13574900
2019-10-30,189.559998,190.449997,185.979996,188.250000,188.250000,28734600
2019-10-31,196.699997,198.089996,188.250000,191.649994,191.649994,42286500
2019-11-01,192.850006,194.110001,189.910004,193.619995,193.619995,21711800
2019-11-04,194.550003,197.369995,193.809998,194.720001,194.720001,16371300
2019-11-05,195.369995,195.750000,193.600006,194.320007,194.320007,9942000
2019-11-06,194.029999,194.369995,191.350006,191.550003,191.550003,10973000
2019-11-07,191.910004,193.440002,189.470001,190.419998,190.419998,13473000
2019-11-08,190.000000,192.339996,189.699997,190.839996,190.839996,10760800
2019-11-11,189.929993,190.080002,188.539993,189.610001,189.610001,8631200
2019-11-12,190.000000,195.059998,189.740005,194.470001,194.470001,17615500
2019-11-13,194.699997,195.699997,192.740005,193.190002,193.190002,10860700
2019-11-14,192.929993,194.029999,191.449997,193.149994,193.149994,9040500
2019-11-15,194.259995,195.300003,193.380005,195.100006,195.100006,11524300
2019-11-18,194.559998,198.630005,193.050003,197.399994,197.399994,16167200
2019-11-19,197.399994,200.000000,196.860001,199.320007,199.320007,19056800
2019-11-20,198.580002,199.589996,195.429993,197.509995,197.509995,12355400
2019-11-21,197.419998,199.089996,196.860001,197.929993,197.929993,12131000
2019-11-22,198.380005,199.300003,197.619995,198.820007,198.820007,9959800
2019-11-25,199.520004,200.970001,199.250000,199.789993,199.789993,15272300
2019-11-26,200.000000,200.149994,198.039993,198.970001,198.970001,11735500
2019-11-27,199.899994,203.139999,199.419998,202.000000,202.000000,12736600
2019-11-29,201.600006,203.800003,201.210007,201.639999,201.639999,7985200
2019-12-02,202.130005,202.179993,198.050003,199.699997,199.699997,11503400
2019-12-03,197.600006,198.929993,195.080002,198.820007,198.820007,11595300
2019-12-04,200.000000,200.029999,198.050003,198.710007,198.710007,8456300
2019-12-05,199.860001,201.289993,198.210007,199.360001,199.360001,9740400
2019-12-06,200.500000,201.570007,200.059998,201.050003,201.050003,12270600
2019-12-09,200.649994,203.139999,200.210007,201.339996,201.339996,11954800
2019-12-10,201.660004,202.050003,200.149994,200.869995,200.869995,9475700
2019-12-11,200.279999,202.630005,200.279999,202.259995,202.259995,8036800
2019-12-12,202.350006,203.660004,194.100006,196.750000,196.750000,23734800
2019-12-13,196.399994,196.800003,193.169998,194.110001,194.110001,18798000
2019-12-16,195.270004,199.119995,194.809998,197.919998,197.919998,14911500
2019-12-17,198.839996,199.000000,196.130005,198.389999,198.389999,10175700
2019-12-18,200.089996,204.300003,200.089996,202.500000,202.500000,23274400
2019-12-19,202.779999,206.300003,202.509995,206.059998,206.059998,16514600
2019-12-20,207.479996,207.710007,203.429993,206.300003,206.300003,27306900
2019-12-23,206.699997,208.589996,205.679993,206.179993,206.179993,13348900
2019-12-24,206.300003,206.789993,205.000000,205.119995,205.119995,6046300
2019-12-26,205.570007,207.820007,205.309998,207.789993,207.789993,9350700
2019-12-27,208.669998,208.929993,206.589996,208.100006,208.100006,10284200
2019-12-30,207.860001,207.899994,203.899994,204.410004,204.410004,10524300
2019-12-31,204.000000,205.559998,203.600006,205.250000,205.250000,8953500
2020-01-02,206.750000,209.789993,206.270004,209.779999,209.779999,12077100
2020-01-03,207.210007,210.399994,206.949997,208.669998,208.669998,11188400
2020-01-06,206.699997,212.779999,206.520004,212.600006,212.600006,17058900
2020-01-07,212.820007,214.580002,211.750000,213.059998,213.059998,14912400
2020-01-08,213.000000,216.240005,212.610001,215.220001,215.220001,13475000
2020-01-09,217.539993,218.380005,216.279999,218.300003,218.300003,12642800
2020-01-10,219.199997,219.880005,217.419998,218.059998,218.059998,12119400
2020-01-13,219.600006,221.970001,219.210007,221.910004,221.910004,14463400
2020-01-14,221.610001,222.380005,218.630005,219.059998,219.059998,13288900
2020-01-15,220.610001,221.679993,220.139999,221.149994,221.149994,10036500
2020-01-16,222.570007,222.630005,220.389999,221.770004,221.770004,10015300
2020-01-17,222.029999,222.289993,220.529999,222.139999,222.139999,15905900
2020-01-21,222.160004,222.369995,219.119995,221.440002,221.440002,14275800
2020-01-22,222.309998,222.750000,221.279999,221.320007,221.320007,12212800
2020-01-23,220.750000,221.490005,219.270004,219.759995,219.759995,11195000
2020-01-24,220.800003,221.779999,216.110001,217.940002,217.940002,11905800
2020-01-27,213.100006,216.059998,212.500000,214.869995,214.869995,13810700
2020-01-28,216.139999,218.740005,213.520004,217.789993,217.789993,13413800
2020-01-29,221.440002,224.199997,218.449997,223.229996,223.229996,33181300
2020-01-30,206.529999,211.429993,204.750000,209.529999,209.529999,48775500
2020-01-31,208.429993,208.690002,201.059998,201.910004,201.910004,31359900
2020-02-03,203.440002,205.139999,202.500000,204.190002,204.190002,15510500
2020-02-04,206.619995,210.600006,205.199997,209.830002,209.830002,19628900
2020-02-05,212.509995,212.729996,208.710007,210.110001,210.110001,12538200
2020-02-06,210.470001,211.190002,209.339996,210.850006,210.850006,10567500
2020-02-07,210.300003,212.820007,209.929993,212.330002,212.330002,12242500
2020-02-10,211.520004,213.800003,210.660004,213.059998,213.059998,11856400
2020-02-11,210.190002,210.860001,206.509995,207.190002,207.190002,25030800
2020-02-12,207.850006,211.220001,207.399994,210.759995,210.759995,13813700
2020-02-13,209.520004,214.330002,209.179993,213.139999,213.139999,15396600
2020-02-14,214.000000,214.929993,212.649994,214.179993,214.179993,10741700
2020-02-18,213.550003,217.979996,213.399994,217.800003,217.800003,15609200
2020-02-19,217.990005,218.320007,216.110001,217.490005,217.490005,12135100
2020-02-20,216.520004,218.770004,212.949997,214.580002,214.580002,13109200
2020-02-21,213.479996,214.240005,208.830002,210.179993,210.179993,14092300
2020-02-24,201.800003,203.649994,198.169998,200.720001,200.720001,23080100
2020-02-25,202.250000,203.500000,195.949997,196.770004,196.770004,21433500
2020-02-26,197.190002,201.210007,195.490005,197.199997,197.199997,16524500
2020-02-27,191.820007,195.880005,189.500000,189.750000,189.750000,21682600
2020-02-28,182.699997,192.740005,181.820007,192.470001,192.470001,32583500
2020-03-02,194.029999,196.570007,188.850006,196.440002,196.440002,24949000
2020-03-03,196.220001,197.240005,183.970001,185.889999,185.889999,27984100
2020-03-04,189.169998,191.830002,186.389999,191.759995,191.759995,23062500
2020-03-05,186.779999,188.990005,183.889999,185.169998,185.169998,19333400
2020-03-06,178.330002,183.779999,176.259995,181.089996,181.089996,24559600
2020-03-09,169.600006,175.000000,165.190002,169.500000,169.500000,29949000
2020-03-10,174.669998,178.289993,169.500000,178.190002,178.190002,24517800
2020-03-11,174.009995,175.880005,167.660004,170.240005,170.240005,20373900
2020-03-12,159.539993,166.600006,154.339996,154.470001,154.470001,43266300
2020-03-13,163.529999,170.789993,157.600006,170.279999,170.279999,35028600
2020-03-16,152.320007,159.130005,143.100006,146.009995,146.009995,39120400
2020-03-17,150.740005,153.940002,140.000000,149.419998,149.419998,34255600
2020-03-18,139.750000,148.179993,137.100006,146.960007,146.960007,37553100
2020-03-19,146.619995,159.929993,144.800003,153.130005,153.130005,39862300
2020-03-20,156.020004,159.270004,148.000000,149.729996,149.729996,32568400
2020-03-23,149.660004,152.309998,142.250000,148.100006,148.100006,29830800
2020-03-24,155.210007,161.309998,152.570007,160.979996,160.979996,30440400
2020-03-25,158.919998,162.990005,153.059998,156.210007,156.210007,35184300
2020-03-26,158.250000,164.000000,157.020004,163.339996,163.339996,26556800
2020-03-27,158.199997,160.089996,154.750000,156.789993,156.789993,24879900
2020-03-30,159.179993,166.750000,158.059998,165.949997,165.949997,22515200
2020-03-31,165.479996,170.929993,164.199997,166.800003,166.800003,23676300
2020-04-01,161.619995,164.149994,158.039993,159.600006,159.600006,19507600
2020-04-02,159.100006,161.350006,155.919998,158.190002,158.190002,20886300
2020-04-03,157.149994,157.910004,150.830002,154.179993,154.179993,25983300
2020-04-06,160.149994,166.199997,158.509995,165.550003,165.550003,28453600
2020-04-07,171.789993,173.389999,166.009995,168.830002,168.830002,31411900
2020-04-08,171.250000,175.000000,167.740005,174.279999,174.279999,21664200
2020-04-09,175.899994,177.080002,171.570007,175.190002,175.190002,23534300
2020-04-13,173.669998,175.000000,169.449997,174.789993,174.789993,19355400
2020-04-14,178.979996,181.229996,176.619995,178.169998,178.169998,21011800
2020-04-15,175.190002,178.190002,172.820007,176.970001,176.970001,17423000
2020-04-16,177.949997,178.050003,172.509995,176.250000,176.250000,23593200
2020-04-17,179.199997,180.279999,176.660004,179.240005,179.240005,20974800
2020-04-20,177.410004,180.500000,176.770004,178.240005,178.240005,16110700
2020-04-21,175.250000,175.380005,168.339996,170.800003,170.800003,24850500
2020-04-22,178.449997,184.779999,178.139999,182.279999,182.279999,33369900
2020-04-23,184.080002,187.050003,183.149994,185.130005,185.130005,21426600
2020-04-24,183.229996,190.410004,180.830002,190.070007,190.070007,28868500
2020-04-27,192.660004,193.750000,187.410004,187.500000,187.500000,29197800
2020-04-28,188.660004,189.199997,182.559998,182.910004,182.910004,21731000
2020-04-29,190.929993,196.910004,190.000000,194.190002,194.190002,45954500
2020-04-30,206.919998,209.690002,201.570007,204.710007,204.710007,46230100
2020-05-01,201.600006,207.279999,199.050003,202.270004,202.270004,30415600
2020-05-04,200.199997,205.910004,198.759995,205.259995,205.259995,19250700
2020-05-05,207.020004,210.380005,206.500000,207.070007,207.070007,21071200
2020-05-06,208.119995,211.600006,206.660004,208.470001,208.470001,21857000
2020-05-07,211.160004,211.600006,209.039993,211.259995,211.259995,15152000
2020-05-08,212.240005,213.210007,210.850006,212.350006,212.350006,12524000
2020-05-11,210.889999,215.000000,210.369995,213.179993,213.179993,12911900
2020-05-12,213.289993,215.279999,210.000000,210.100006,210.100006,14704600
2020-05-13,209.429993,210.779999,202.110001,205.100006,205.100006,20684600
2020-05-14,202.559998,206.929993,200.690002,206.809998,206.809998,17178900
2020-05-15,205.270004,211.339996,204.119995,210.880005,210.880005,19383200
2020-05-18,212.149994,214.639999,210.940002,213.190002,213.190002,20167400
2020-05-19,213.270004,220.490005,212.830002,216.880005,216.880005,31843200
2020-05-20,223.500000,231.339996,223.190002,229.970001,229.970001,50162900
2020-05-21,234.720001,237.199997,231.199997,231.389999,231.389999,47782600
2020-05-22,231.509995,235.990005,228.740005,234.910004,234.910004,33913800
2020-05-26,239.770004,240.899994,231.669998,232.199997,232.199997,33178300
2020-05-27,229.070007,230.559998,221.130005,229.139999,229.139999,34697600
2020-05-28,224.300003,231.630005,224.000000,225.460007,225.460007,29377200
2020-05-29,225.199997,227.490005,222.880005,225.089996,225.089996,23322500
2020-06-01,224.589996,232.440002,223.500000,231.910004,231.910004,18223800
2020-06-02,230.940002,233.000000,226.559998,232.720001,232.720001,20919000
2020-06-03,232.110001,232.649994,228.529999,230.160004,230.160004,15380300
2020-06-04,229.559998,231.630005,224.610001,226.289993,226.289993,17041500
2020-06-05,226.710007,231.350006,225.309998,230.770004,230.770004,16750400
2020-06-08,229.029999,231.550003,227.410004,231.399994,231.399994,15466500
2020-06-09,231.520004,239.770004,230.410004,238.669998,238.669998,27462900
2020-06-10,240.960007,241.210007,235.279999,236.729996,236.729996,20720700
2020-06-11,229.940002,232.889999,223.550003,224.429993,224.429993,26708200
2020-06-12,229.899994,231.660004,224.500000,228.580002,228.580002,22071700
2020-06-15,225.089996,233.770004,224.800003,232.500000,232.500000,15340300
2020-06-16,237.139999,238.460007,233.000000,235.649994,235.649994,15236700
2020-06-17,235.000000,237.589996,231.729996,235.529999,235.529999,19552800
2020-06-18,234.990005,236.139999,232.149994,235.940002,235.940002,15782500
2020-06-19,237.789993,240.830002,235.550003,238.789993,238.789993,30081300
2020-06-22,238.559998,240.699997,236.910004,239.220001,239.220001,18917800
2020-06-23,241.279999,245.190002,239.860001,242.240005,242.240005,24017900
2020-06-24,241.199997,243.220001,232.679993,234.020004,234.020004,20834900
2020-06-25,234.619995,237.300003,232.740005,235.679993,235.679993,18704300
2020-06-26,232.639999,233.089996,215.399994,216.080002,216.080002,76343900
2020-06-29,209.750000,220.750000,207.110001,220.639999,220.639999,58514300
2020-06-30,220.589996,227.500000,218.470001,227.070007,227.070007,33927100
2020-07-01,228.500000,239.000000,227.559998,237.550003,237.550003,43399700
2020-07-02,239.000000,240.000000,232.610001,233.419998,233.419998,30633600
2020-07-06,233.759995,240.399994,232.270004,240.279999,240.279999,26206200
2020-07-07,239.410004,247.649994,238.820007,240.860001,240.860001,27887800
2020-07-08,238.110001,246.990005,236.589996,243.580002,243.580002,29791300
2020-07-09,245.000000,246.529999,239.240005,244.500000,244.500000,22174900
2020-07-10,243.690002,245.490005,239.320007,245.070007,245.070007,22982700
2020-07-13,247.009995,250.149994,238.419998,239.000000,239.000000,24674900
2020-07-14,236.759995,240.330002,232.029999,239.729996,239.729996,23378100
2020-07-15,241.550003,244.820007,238.050003,240.279999,240.279999,19133600
2020-07-16,238.000000,241.759995,236.330002,240.929993,240.929993,18880700
2020-07-17,241.000000,244.160004,237.860001,242.029999,242.029999,18152400
2020-07-20,240.059998,246.050003,235.639999,245.419998,245.419998,20872200
2020-07-21,246.220001,246.910004,240.080002,241.750000,241.750000,19409700
2020-07-22,240.259995,241.899994,238.119995,239.869995,239.869995,15427900
2020-07-23,239.630005,242.419998,231.750000,232.600006,232.600006,21771800
2020-07-24,230.190002,233.490005,226.899994,230.710007,230.710007,18325800
2020-07-27,231.460007,234.949997,230.830002,233.500000,233.500000,13163100
2020-07-28,234.630005,234.960007,229.830002,230.119995,230.119995,14170100
2020-07-29,231.139999,233.699997,230.309998,233.289993,233.289993,13588300
2020-07-30,230.220001,234.889999,229.000000,234.500000,234.500000,20615300
2020-07-31,255.820007,255.850006,249.000000,253.669998,253.669998,53030000
2020-08-03,252.649994,255.399994,250.330002,251.960007,251.960007,23124900
2020-08-04,251.559998,252.800003,247.429993,249.830002,249.830002,17183500
2020-08-05,250.190002,252.270004,247.770004,249.119995,249.119995,13088400
2020-08-06,249.039993,266.600006,248.669998,265.279999,265.279999,45241600
2020-08-07,264.079987,278.890015,263.429993,268.440002,268.440002,72735500
2020-08-10,268.040009,273.859985,259.690002,263.000000,263.000000,30248800
2020-08-11,260.190002,265.920013,255.130005,256.130005,256.130005,28238300
2020-08-12,258.970001,263.899994,258.109985,259.890015,259.890015,21428300
2020-08-13,261.549988,265.160004,259.570007,261.299988,261.299988,17374000
2020-08-14,262.309998,262.649994,258.679993,261.239990,261.239990,14792700
2020-08-17,262.500000,264.100006,259.399994,261.160004,261.160004,13351100
2020-08-18,260.950012,265.149994,259.260010,262.339996,262.339996,18690400
2020-08-19,261.390015,267.910004,261.350006,262.589996,262.589996,23291500
2020-08-20,261.500000,269.630005,261.459991,269.010010,269.010010,20299700
2020-08-21,268.690002,270.489990,266.420013,267.010010,267.010010,15538600
2020-08-24,271.070007,277.250000,268.769989,271.390015,271.390015,23685600
2020-08-25,272.410004,283.089996,270.260010,280.820007,280.820007,42127200
2020-08-26,284.000000,304.670013,284.000000,303.910004,303.910004,69015200
2020-08-27,300.160004,301.230011,292.019989,293.220001,293.220001,30301300
2020-08-28,295.000000,297.230011,290.980011,293.660004,293.660004,17172400
2020-08-31,293.950012,296.880005,291.549988,293.200012,293.200012,17345100
2020-09-01,294.709991,301.489990,292.709991,295.440002,295.440002,17320900
2020-09-02,298.880005,303.600006,293.049988,302.500000,302.500000,24341400
2020-09-03,295.989990,297.600006,283.630005,291.119995,291.119995,32294100
2020-09-04,287.250000,289.000000,271.140015,282.730011,282.730011,30333700
2020-09-08,271.279999,279.299988,269.420013,271.160004,271.160004,24864000
2020-09-09,275.769989,278.480011,271.350006,273.720001,273.720001,22918800
2020-09-10,275.510010,279.160004,267.029999,268.089996,268.089996,24814700
2020-09-11,270.059998,271.390015,262.640015,266.609985,266.609985,18913900
2020-09-14,270.950012,276.640015,265.700012,266.149994,266.149994,24093800
2020-09-15,270.670013,274.519989,269.299988,272.420013,272.420013,18478500
2020-09-16,267.290009,272.440002,261.790009,263.519989,263.519989,29183400
2020-09-17,258.279999,261.500000,250.190002,254.820007,254.820007,31281400
2020-09-18,258.399994,259.200012,250.050003,252.529999,252.529999,28130800
2020-09-21,247.539993,249.949997,244.130005,248.149994,248.149994,24709400
2020-09-22,253.309998,255.320007,248.220001,254.750000,254.750000,30293100
2020-09-23,255.259995,257.989990,248.149994,249.020004,249.020004,19641300
2020-09-24,246.500000,252.240005,245.619995,249.529999,249.529999,20006800
2020-09-25,249.399994,255.750000,246.610001,254.820007,254.820007,18351300
2020-09-28,259.399994,259.600006,254.820007,256.820007,256.820007,18826300
2020-09-29,257.809998,263.329987,256.899994,261.790009,261.790009,20200200
2020-09-30,261.980011,266.079987,260.100006,261.899994,261.899994,20105800
2020-10-01,265.350006,268.329987,264.799988,266.630005,266.630005,20009800
2020-10-02,261.209991,265.149994,259.179993,259.940002,259.940002,16367600
2020-10-05,262.200012,264.869995,260.839996,264.649994,264.649994,12822300
2020-10-06,261.779999,265.690002,258.239990,258.660004,258.660004,18696900
2020-10-07,259.209991,260.179993,254.820007,258.119995,258.119995,23133400
2020-10-08,259.750000,264.619995,259.149994,263.760010,263.760010,16312800
2020-10-09,264.519989,264.750000,262.170013,264.450012,264.450012,14107800
2020-10-12,270.200012,280.179993,267.869995,275.750000,275.750000,31019300
2020-10-13,277.579987,279.100006,273.390015,276.140015,276.140015,18063300
2020-10-14,277.619995,278.750000,271.500000,271.820007,271.820007,15601200
2020-10-15,267.600006,269.040009,263.670013,266.720001,266.720001,15416100
2020-10-16,267.380005,271.369995,265.299988,265.929993,265.929993,16622700
2020-10-19,265.529999,268.549988,259.880005,261.399994,261.399994,13587000
2020-10-20,263.059998,269.700012,262.880005,267.559998,267.559998,18763200
2020-10-21,279.559998,283.049988,276.369995,278.730011,278.730011,28998600
2020-10-22,279.869995,282.450012,275.040009,278.119995,278.119995,16720000
2020-10-23,278.799988,285.239990,276.820007,284.790009,284.790009,17535200
2020-10-26,283.160004,285.230011,274.260010,277.109985,277.109985,21322900
2020-10-27,278.760010,284.510010,276.309998,283.290009,283.290009,16287200
2020-10-28,278.790009,278.790009,267.260010,267.670013,267.670013,23121800
2020-10-29,276.549988,283.600006,273.779999,280.829987,280.829987,32368100
2020-10-30,274.500000,276.700012,259.100006,263.109985,263.109985,47247800
